"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 24 21:35:19 UTC 2025","Wed Sep 24 21:35:19 UTC 2025","460","tests.backend.customers","test_create_customer_smoke","TestCreateCustomer","","","test_create_customer_fail_for_existing_email","Test API fails when trying to create a customer with an existing email.

Verifies:
    - API returns 400
    - Appropriate error code and message are returned

Raises:
    AssertionError: If API response doesn't contain expected error code/message.
"
"skipped","Wed Sep 24 21:36:27 UTC 2025","Wed Sep 24 21:36:29 UTC 2025","1631","tests.backend.orders","test_order_refunds","","","","test_order_refund[update to same status]","Test WooCommerce order refunds via API.

Steps:
1. Create a new order with a product.
2. Apply refund based on `refund_type`:
   - full: refund entire order
   - partial: refund half the order
   - refund_1_product: refund a single product
3. Verify that the refund amount returned by the API matches expected value.

Args:
    my_orders_smoke_setup (fixture): Fixture providing product, order, and helper setup.
    refund_type (str): Type of refund to apply. One of ""full"", ""partial"", ""refund_1_product"".

Assertions:
    - Order creation API returns valid responses.
    - Refund API returns the correct refund amount.
"
"passed","Wed Sep 24 21:36:58 UTC 2025","Wed Sep 24 21:36:59 UTC 2025","1583","tests.backend.products","test_create_products_regression","","","","test_price_boundaries[very small sale price]","Test creating a product with valid sale_price within acceptable boundaries.

This test verifies that when a product is created with a sale_price that is
less than the regular_price, the API stores the correct values for both
regular_price and sale_price, and the product is properly recorded in the DB.

Args:
    setup_teardown (fixture): Fixture providing API and database helpers.
    regular_price (str): Regular price to use when creating the product.
    sale_price (str): Sale price to use when creating the product.

Raises:
    AssertionError: If the API or database does not store prices correctly.
"
"passed","Wed Sep 24 21:36:40 UTC 2025","Wed Sep 24 21:36:40 UTC 2025","213","tests.backend.products","test_create_products_negative","","","","test_create_product_invalid_param[invalid product type:str]","Test product creation with invalid parameters.

Sends a create product request with invalid parameter values and
verifies that the WooCommerce API returns an appropriate error.

Args:
    setup_teardown (dict): Fixture providing helpers for API and DB access.
    param (str): The product parameter being tested (e.g., ""type"", ""sku"").
    value (any): The invalid value to send for the parameter.
"
"passed","Wed Sep 24 21:36:11 UTC 2025","Wed Sep 24 21:36:18 UTC 2025","7328","tests.backend.orders","test_create_order_smoke","","","","test_create_order[reg_user_5_ord_5_prod]","Verify that orders can be created and retrieved via the WooCommerce API.

This test covers multiple scenarios using parameterization:
    - Guest user creating 1 order with 1 item.
    - Guest user creating 1 order with multiple items.
    - Guest user creating multiple orders with 1 item each.
    - Registered user creating 1 order with multiple items.
    - Registered user creating multiple orders with 1 item each.
    - Registered user creating multiple orders with multiple items each.

For each scenario, asserts the following:
    - API response is not empty.
    - Order ID is an integer.
    - Customer ID matches expected value (0 for guest, or the correct customer ID).
    - Order key format starts with 'wc_order_'.
    - Newly created order can be retrieved via API and exists in the database.

Args:
    my_orders_smoke_setup (dict): Fixture providing product info, API helpers, and order tracking.
    user_type (str): Type of user creating the order, either ""guest_user"" or ""registered_user"".
    order_qty (int): Quantity of orders created via API.
    product_qty (int): Quantity of products in 'line_items' in payload to create order via API.
"
"passed","Wed Sep 24 21:37:03 UTC 2025","Wed Sep 24 21:37:05 UTC 2025","1410","tests.backend.products","test_create_products_smoke","","","","test_create_product[create_simple_virtual_product0]",""
"passed","Wed Sep 24 21:37:06 UTC 2025","Wed Sep 24 21:37:07 UTC 2025","1375","tests.backend.products","test_create_products_smoke","","","","test_create_product[create_simple_virtual_product2]",""
"passed","Wed Sep 24 21:36:48 UTC 2025","Wed Sep 24 21:36:49 UTC 2025","1581","tests.backend.products","test_create_products_regression","","","","test_invalid_sales_price[very large sale_price == regular_price]","Test that creating a product with sale_price greater than or equal to regular_price
results in the API ignoring the sale_price and setting it to an empty string.

Args:
    setup_teardown (fixture): Fixture providing API helpers.
    regular_price (str): Regular price of the product.
    sale_price (str): Sale price of the product.

Raises:
    AssertionError: If the API or DB does not handle invalid sale_price correctly.
"
"passed","Wed Sep 24 21:35:08 UTC 2025","Wed Sep 24 21:35:09 UTC 2025","1210","tests.backend.coupons","test_apply_coupons","","","","test_apply_expired_coupon_neg","Verify that applying an expired coupon to an order fails.

Creates an expired coupon, attempts to apply it to a new order,
and checks that the API returns the correct error and that the coupon
is recognized as invalid.

Args:
    apply_coupon_setup (dict): Fixture with DAOs, API helpers, and test data.

Asserts:
    - Coupon is expired.
    - API response matches expected error for expired coupons.
"
"passed","Wed Sep 24 21:37:10 UTC 2025","Wed Sep 24 21:37:11 UTC 2025","1004","tests.backend.products","test_create_products_smoke","","","","test_create_product[create_variable_product]",""
"passed","Wed Sep 24 21:36:41 UTC 2025","Wed Sep 24 21:36:41 UTC 2025","414","tests.backend.products","test_create_products_negative","","","","test_create_product_invalid_param[invalid product sku:int]","Test product creation with invalid parameters.

Sends a create product request with invalid parameter values and
verifies that the WooCommerce API returns an appropriate error.

Args:
    setup_teardown (dict): Fixture providing helpers for API and DB access.
    param (str): The product parameter being tested (e.g., ""type"", ""sku"").
    value (any): The invalid value to send for the parameter.
"
"passed","Wed Sep 24 21:36:42 UTC 2025","Wed Sep 24 21:36:42 UTC 2025","221","tests.backend.products","test_create_products_negative","","","","test_create_product_invalid_param[invalid stock_quantity: rand str]","Test product creation with invalid parameters.

Sends a create product request with invalid parameter values and
verifies that the WooCommerce API returns an appropriate error.

Args:
    setup_teardown (dict): Fixture providing helpers for API and DB access.
    param (str): The product parameter being tested (e.g., ""type"", ""sku"").
    value (any): The invalid value to send for the parameter.
"
"passed","Wed Sep 24 21:36:36 UTC 2025","Wed Sep 24 21:36:39 UTC 2025","2843","tests.backend.products","test_create_product_reviews","","","","test_create_product_review[registered customer review]","Test creation and verification of a product review.

Steps:
1. Create a simple product via API.
2. Optionally create a registered customer and order if `customer_bought` is True.
3. Create a product review with the given rating.
4. Verify review exists and is correct via both API and database.

Args:
    setup_teardown (fixture): Fixture providing product helpers, API helpers, and teardown logic.
    rating (int): Rating for the review (0-5 recommended).
    customer_bought (bool): Whether the review is by a registered customer.

Assertions:
    - Review exists in API response with correct rating, status, and reviewer info.
    - Review exists in DB with correct customer_id (if registered), email, and approved status.
"
"passed","Wed Sep 24 21:36:03 UTC 2025","Wed Sep 24 21:36:05 UTC 2025","1967","tests.backend.orders","test_create_order_smoke","","","","test_create_order[reg_user_1_ord_5_prods]","Verify that orders can be created and retrieved via the WooCommerce API.

This test covers multiple scenarios using parameterization:
    - Guest user creating 1 order with 1 item.
    - Guest user creating 1 order with multiple items.
    - Guest user creating multiple orders with 1 item each.
    - Registered user creating 1 order with multiple items.
    - Registered user creating multiple orders with 1 item each.
    - Registered user creating multiple orders with multiple items each.

For each scenario, asserts the following:
    - API response is not empty.
    - Order ID is an integer.
    - Customer ID matches expected value (0 for guest, or the correct customer ID).
    - Order key format starts with 'wc_order_'.
    - Newly created order can be retrieved via API and exists in the database.

Args:
    my_orders_smoke_setup (dict): Fixture providing product info, API helpers, and order tracking.
    user_type (str): Type of user creating the order, either ""guest_user"" or ""registered_user"".
    order_qty (int): Quantity of orders created via API.
    product_qty (int): Quantity of products in 'line_items' in payload to create order via API.
"
"passed","Wed Sep 24 21:35:15 UTC 2025","Wed Sep 24 21:35:15 UTC 2025","639","tests.backend.coupons","test_create_coupons_smoke","","","","test_create_coupon_with_discount_type[None]","Test creating a coupon with various valid discount types.

Verifies that the POST API creates the coupon correctly and the GET API
retrieves the coupon with the expected values.

Args:
    setup_teardown (dict): Fixture providing CouponAPIHelper instance and coupon IDs list.
    discount_type (str or None): Discount type to test; defaults to 'fixed_cart' if None.

Raises:
    AssertionError: If the POST or GET API responses do not match expected values.
"
"passed","Wed Sep 24 21:35:36 UTC 2025","Wed Sep 24 21:35:42 UTC 2025","6406","tests.backend.orders","test_create_order_notes","","","","test_create_order_note[guestuser_5_notes]","Test creating one or multiple order notes for a given user type.

Args:
    order_notes_setup (dict): Fixture providing DAOs, helpers, product ID, note text, and order tracking.
    user_type (str): 'guest_user' or 'registered_user'.
    quantity (int): Number of notes to create.
"
"passed","Wed Sep 24 21:35:45 UTC 2025","Wed Sep 24 21:35:51 UTC 2025","6879","tests.backend.orders","test_create_order_notes","","","","test_create_order_note[reg_user_5_notes]","Test creating one or multiple order notes for a given user type.

Args:
    order_notes_setup (dict): Fixture providing DAOs, helpers, product ID, note text, and order tracking.
    user_type (str): 'guest_user' or 'registered_user'.
    quantity (int): Number of notes to create.
"
"passed","Wed Sep 24 21:36:33 UTC 2025","Wed Sep 24 21:36:33 UTC 2025","327","tests.frontend.my_account","test_register_user_neg","TestRegisterUserNeg","","","test_register_user_invalid[invalid password]","Verify invalid registration prevents sign-in and displays errors.

Args:
    email (str): The email address to use for registration.
    password (str): The password to use for registration.
    expected_error (str or None): Expected error message, or None if no error.

Raises:
    AssertionError: If registration behavior does not match expected results.
"
"passed","Wed Sep 24 21:36:31 UTC 2025","Wed Sep 24 21:36:33 UTC 2025","2318","tests.frontend.my_account","test_register_user_neg","TestRegisterUserNeg","","","test_register_user_invalid[invalid email]","Verify invalid registration prevents sign-in and displays errors.

Args:
    email (str): The email address to use for registration.
    password (str): The password to use for registration.
    expected_error (str or None): Expected error message, or None if no error.

Raises:
    AssertionError: If registration behavior does not match expected results.
"
"passed","Wed Sep 24 21:35:41 UTC 2025","Wed Sep 24 21:35:42 UTC 2025","1083","tests.frontend.components","test_free_shipping_banner","TestFreeShippingBanner","","","test_verify_free_shipping_banner_displayed_in_home_page",""
"passed","Wed Sep 24 21:35:42 UTC 2025","Wed Sep 24 21:35:43 UTC 2025","600","tests.frontend.components","test_free_shipping_banner","TestFreeShippingBanner","","","test_verify_free_shipping_banner_displayed_in_cart_page",""
"passed","Wed Sep 24 21:36:54 UTC 2025","Wed Sep 24 21:36:56 UTC 2025","1587","tests.frontend.product_description_page","test_change_product_quantity","TestChangeProductQuantity","","","test_change_product_quantity[negative product qty]","Verify product quantity can be set on PDP and reflected in cart.

Handles edge cases for zero, negative, and high quantities.
Removes product and checks cart emptiness for cleanup.

Args:
    quantity (int): Quantity to set for the product.
"
"passed","Wed Sep 24 21:36:59 UTC 2025","Wed Sep 24 21:36:59 UTC 2025","48","tests.frontend.product_description_page","test_pdp_variable_product","TestProductDescriptionPageVariableProduct","","","test_verify_alternate_images_variable_prod","Verify that all alternate product images on the frontend match the API response.

This test retrieves all alternate product image URLs displayed on the frontend
and compares them to the image URLs returned by the WooCommerce API.

The comparison ignores the order of images but requires exact URL matches.

Args:
    setup: A pytest fixture that initializes the test environment and page objects.

Raises:
    AssertionError: If the displayed alternate image URLs do not match the API URLs.
"
"passed","Wed Sep 24 21:36:40 UTC 2025","Wed Sep 24 21:36:43 UTC 2025","2179","tests.frontend.my_account","test_register_user_neg","TestRegisterUserNeg","","","test_register_user_invalid[invalid email]","Verify invalid registration prevents sign-in and displays errors.

Args:
    email (str): The email address to use for registration.
    password (str): The password to use for registration.
    expected_error (str or None): Expected error message, or None if no error.

Raises:
    AssertionError: If registration behavior does not match expected results.
"
"passed","Wed Sep 24 21:36:23 UTC 2025","Wed Sep 24 21:36:24 UTC 2025","349","tests.frontend.home_page","test_home_page_smoke","TestHomePageSmoke","","","test_verify_number_of_products_displayed",""
"passed","Wed Sep 24 21:35:46 UTC 2025","Wed Sep 24 21:35:49 UTC 2025","3325","tests.frontend.components","test_free_shipping_banner","TestFreeShippingBanner","","","test_verify_free_shipping_banner_not_displayed_in_my_account_page",""
"passed","Wed Sep 24 21:35:43 UTC 2025","Wed Sep 24 21:35:46 UTC 2025","2612","tests.frontend.components","test_free_shipping_banner","TestFreeShippingBanner","","","test_verify_free_shipping_banner_displayed_in_checkout_page",""
"passed","Wed Sep 24 21:35:32 UTC 2025","Wed Sep 24 21:35:39 UTC 2025","7317","tests.frontend.cart","test_apply_coupon_neg_fe","TestApplyCouponNegFE","","","test_apply_coupon_neg_fe[add expired coupon]","Apply a coupon and verify order total or error message.

Args:
    coupon_type (str): Type of coupon to apply (e.g., ZERO_OFF, EXPIRED_COUPON)
"
"passed","Wed Sep 24 21:36:43 UTC 2025","Wed Sep 24 21:36:43 UTC 2025","475","tests.frontend.my_account","test_register_user_neg","TestRegisterUserNeg","","","test_register_user_invalid[invalid password]","Verify invalid registration prevents sign-in and displays errors.

Args:
    email (str): The email address to use for registration.
    password (str): The password to use for registration.
    expected_error (str or None): Expected error message, or None if no error.

Raises:
    AssertionError: If registration behavior does not match expected results.
"
"passed","Wed Sep 24 21:35:15 UTC 2025","Wed Sep 24 21:35:22 UTC 2025","6910","tests.frontend.cart","test_apply_coupon_fe","TestApplyCouponFE","","","test_apply_coupon_fe","Test applying a 50% off coupon to a single cart item.

Assertions:
    - The cart contains exactly one product.
    - The order total after applying the coupon matches the expected discounted value.

Raises:
    AssertionError: If the cart item count or order total does not match expectations.
"
"passed","Wed Sep 24 21:36:05 UTC 2025","Wed Sep 24 21:36:21 UTC 2025","15932","tests.frontend.end_to_end","test_end_to_end_checkout_guest_user","TestEndToEndCheckout","","","test_end_to_end_checkout[registered_user]","Validate end-to-end checkout for guest and registered users.

This test relies on the `setup_fixture` class-scoped fixture, which initializes
all required page objects.

Args:
    user_type (str): The type of user to test with. Can be:
        * ""guest_user"" – goes through checkout without creating an account.
        * ""registered_user"" – registers a new account and verifies order history.

Asserts:
    * A product can be successfully added to the cart.
    * The coupon is applied and the order total is updated.
    * An order number is generated upon successful checkout.
    * For registered users, the order number appears in account history.
"
"passed","Wed Sep 24 21:36:27 UTC 2025","Wed Sep 24 21:36:28 UTC 2025","852","tests.frontend.home_page","test_search_products","TestSearchProduct","","","test_search_up_product[search for variable product]","Verifies product search results by product type.

Args:
    setup: Test fixture to initialize page objects.
    product_type (str): Type of product to search ('simple', 'variable', 'invalid').

Assertions:
    - Simple product: Navigates to PDP and matches product name.
    - Variable product: Product is listed on the home page.
    - Invalid product: Displays 'no products found' message.
"
"passed","Wed Sep 24 21:36:59 UTC 2025","Wed Sep 24 21:36:59 UTC 2025","83","tests.frontend.product_description_page","test_pdp_variable_product","TestProductDescriptionPageVariableProduct","","","test_verify_product_name_displayed_variable_product","Verify that the product name (h1 header) is correctly displayed for a variable product.

This test checks that the displayed product name on the frontend matches the expected value
for a known variable product. The product is hardcoded to keep the test frontend-only.

Args:
    setup: A pytest fixture that sets up the test environment and necessary page objects.

Raises:
    AssertionError: If the displayed product name does not match the expected name.
"
"passed","Wed Sep 24 21:36:24 UTC 2025","Wed Sep 24 21:36:24 UTC 2025","24","tests.frontend.home_page","test_home_page_smoke","TestHomePageSmoke","","","test_verify_heading_is_displayed",""
"passed","Wed Sep 24 21:35:24 UTC 2025","Wed Sep 24 21:35:32 UTC 2025","7578","tests.frontend.cart","test_apply_coupon_neg_fe","TestApplyCouponNegFE","","","test_apply_coupon_neg_fe[add 0% off coupon]","Apply a coupon and verify order total or error message.

Args:
    coupon_type (str): Type of coupon to apply (e.g., ZERO_OFF, EXPIRED_COUPON)
"
"passed","Wed Sep 24 21:36:26 UTC 2025","Wed Sep 24 21:36:27 UTC 2025","996","tests.frontend.home_page","test_search_products","TestSearchProduct","","","test_search_up_product[search for simple product]","Verifies product search results by product type.

Args:
    setup: Test fixture to initialize page objects.
    product_type (str): Type of product to search ('simple', 'variable', 'invalid').

Assertions:
    - Simple product: Navigates to PDP and matches product name.
    - Variable product: Product is listed on the home page.
    - Invalid product: Displays 'no products found' message.
"
"passed","Wed Sep 24 21:36:36 UTC 2025","Wed Sep 24 21:36:38 UTC 2025","2287","tests.frontend.my_account","test_register_new_user","TestRegisterNewUser","","","test_register_valid_new_user","
Test to verify a valid user can register to the site.
It generates a random email and password, then registers the user.
:return:
"
"passed","Wed Sep 24 21:35:51 UTC 2025","Wed Sep 24 21:36:05 UTC 2025","13555","tests.frontend.end_to_end","test_end_to_end_checkout_guest_user","TestEndToEndCheckout","","","test_end_to_end_checkout[guest_user]","Validate end-to-end checkout for guest and registered users.

This test relies on the `setup_fixture` class-scoped fixture, which initializes
all required page objects.

Args:
    user_type (str): The type of user to test with. Can be:
        * ""guest_user"" – goes through checkout without creating an account.
        * ""registered_user"" – registers a new account and verifies order history.

Asserts:
    * A product can be successfully added to the cart.
    * The coupon is applied and the order total is updated.
    * An order number is generated upon successful checkout.
    * For registered users, the order number appears in account history.
"
"passed","Wed Sep 24 21:36:43 UTC 2025","Wed Sep 24 21:36:44 UTC 2025","306","tests.frontend.my_account","test_register_user_neg","TestRegisterUserNeg","","","test_register_user_invalid[empty email and password]","Verify invalid registration prevents sign-in and displays errors.

Args:
    email (str): The email address to use for registration.
    password (str): The password to use for registration.
    expected_error (str or None): Expected error message, or None if no error.

Raises:
    AssertionError: If registration behavior does not match expected results.
"
"passed","Wed Sep 24 21:36:59 UTC 2025","Wed Sep 24 21:36:59 UTC 2025","554","tests.frontend.product_description_page","test_pdp_variable_product","TestProductDescriptionPageVariableProduct","","","test_verify_main_image_variable_prod","Verify that the main product image on the frontend matches the one returned by the API.

This test fetches the displayed product image URL from the frontend and compares it
against a list of image URLs retrieved from the API. It also checks that the displayed
URL is valid (i.e., starts with 'http' and ends with '.jpg').

Args:
    setup: A pytest fixture that sets up the browser and test environment.

Raises:
    AssertionError: If the image URL is invalid or does not match any from the API.
"
"passed","Wed Sep 24 21:36:24 UTC 2025","Wed Sep 24 21:36:24 UTC 2025","84","tests.frontend.home_page","test_home_page_smoke","TestHomePageSmoke","","","test_verify_header_menu_is_displayed",""
"passed","Wed Sep 24 21:36:32 UTC 2025","Wed Sep 24 21:36:34 UTC 2025","2228","tests.frontend.my_account","test_login_negative","TestLoginNegative","","","test_login_none_existing_user",""
"passed","Wed Sep 24 21:36:48 UTC 2025","Wed Sep 24 21:36:54 UTC 2025","6185","tests.frontend.product_description_page","test_change_product_quantity","TestChangeProductQuantity","","","test_change_product_quantity[mid range product qty]","Verify product quantity can be set on PDP and reflected in cart.

Handles edge cases for zero, negative, and high quantities.
Removes product and checks cart emptiness for cleanup.

Args:
    quantity (int): Quantity to set for the product.
"
"passed","Wed Sep 24 21:36:43 UTC 2025","Wed Sep 24 21:36:43 UTC 2025","289","tests.frontend.my_account","test_register_user_neg","TestRegisterUserNeg","","","test_register_user_invalid[invalid email password]","Verify invalid registration prevents sign-in and displays errors.

Args:
    email (str): The email address to use for registration.
    password (str): The password to use for registration.
    expected_error (str or None): Expected error message, or None if no error.

Raises:
    AssertionError: If registration behavior does not match expected results.
"
"passed","Wed Sep 24 21:36:28 UTC 2025","Wed Sep 24 21:36:29 UTC 2025","1180","tests.frontend.home_page","test_search_products","TestSearchProduct","","","test_search_up_product[search for nonexisting product]","Verifies product search results by product type.

Args:
    setup: Test fixture to initialize page objects.
    product_type (str): Type of product to search ('simple', 'variable', 'invalid').

Assertions:
    - Simple product: Navigates to PDP and matches product name.
    - Variable product: Product is listed on the home page.
    - Invalid product: Displays 'no products found' message.
"
"passed","Wed Sep 24 21:36:46 UTC 2025","Wed Sep 24 21:36:48 UTC 2025","1983","tests.frontend.product_description_page","test_change_product_quantity","TestChangeProductQuantity","","","test_change_product_quantity[product qty 0]","Verify product quantity can be set on PDP and reflected in cart.

Handles edge cases for zero, negative, and high quantities.
Removes product and checks cart emptiness for cleanup.

Args:
    quantity (int): Quantity to set for the product.
"
